ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
6156_12,Manic/hyper symptoms: I was more talkative than usual,Binary,LR,7570,1566,6004,,http://data.qld.edu.au/public/Q1031/UKB_WES/6156_12.fastGWA.gz
6156_100,Manic/hyper symptoms: PHESANT recoding,Binary,MLM,7570,2748,4822,,http://data.qld.edu.au/public/Q1031/UKB_WES/6156_100.fastGWA.gz
6156_14,Manic/hyper symptoms: I was more creative or had more ideas than usual,Binary,LR,7570,912,6658,,http://data.qld.edu.au/public/Q1031/UKB_WES/6156_14.fastGWA.gz
6159_100,Pain type(s) experienced in last month: PHESANT recoding,Binary,LR,46129,19140,26989,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_100.fastGWA.gz
6159_1,Pain type(s) experienced in last month: Headache,Binary,LR,46129,8848,37281,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_1.fastGWA.gz
6159_3,Pain type(s) experienced in last month: Neck or shoulder pain,Binary,MLM,46129,10067,36062,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_3.fastGWA.gz
6159_7,Pain type(s) experienced in last month: Knee pain,Binary,MLM,46129,9869,36260,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_7.fastGWA.gz
6159_4,Pain type(s) experienced in last month: Back pain,Binary,MLM,46129,11323,34806,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_4.fastGWA.gz
6159_5,Pain type(s) experienced in last month: Stomach or abdominal pain,Binary,LR,46129,3616,42513,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_5.fastGWA.gz
6159_2,Pain type(s) experienced in last month: Facial pain,Binary,LR,46129,804,45325,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_2.fastGWA.gz
6159_8,Pain type(s) experienced in last month: Pain all over the body,Binary,LR,46129,596,45533,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_8.fastGWA.gz
6159_6,Pain type(s) experienced in last month: Hip pain,Binary,LR,46129,4996,41133,,http://data.qld.edu.au/public/Q1031/UKB_WES/6159_6.fastGWA.gz
6160_1,Leisure/social activities: Sports club or gym,Binary,MLM,46084,14377,31707,,http://data.qld.edu.au/public/Q1031/UKB_WES/6160_1.fastGWA.gz
6160_100,Leisure/social activities: PHESANT recoding,Binary,MLM,46084,13877,32207,,http://data.qld.edu.au/public/Q1031/UKB_WES/6160_100.fastGWA.gz
6160_5,Leisure/social activities: Other group activity,Binary,MLM,46084,10567,35517,,http://data.qld.edu.au/public/Q1031/UKB_WES/6160_5.fastGWA.gz
6160_4,Leisure/social activities: Adult education class,Binary,MLM,46084,3367,42717,,http://data.qld.edu.au/public/Q1031/UKB_WES/6160_4.fastGWA.gz
6160_2,Leisure/social activities: Pub or social club,Binary,MLM,46084,12428,33656,,http://data.qld.edu.au/public/Q1031/UKB_WES/6160_2.fastGWA.gz
6160_3,Leisure/social activities: Religious group,Binary,MLM,46084,6374,39710,,http://data.qld.edu.au/public/Q1031/UKB_WES/6160_3.fastGWA.gz
6162_1,Types of transport used (excluding work): Car/motor vehicle,Binary,MLM,45987,36676,9311,,http://data.qld.edu.au/public/Q1031/UKB_WES/6162_1.fastGWA.gz
6162_2,Types of transport used (excluding work): Walk,Binary,LR,45987,23068,22919,,http://data.qld.edu.au/public/Q1031/UKB_WES/6162_2.fastGWA.gz
6162_3,Types of transport used (excluding work): Public transport,Binary,MLM,45987,14624,31363,,http://data.qld.edu.au/public/Q1031/UKB_WES/6162_3.fastGWA.gz
6162_4,Types of transport used (excluding work): Cycle,Binary,MLM,45987,3162,42825,,http://data.qld.edu.au/public/Q1031/UKB_WES/6162_4.fastGWA.gz
6162_100,Types of transport used (excluding work): PHESANT recoding,Binary,LR,45987,100,45887,,http://data.qld.edu.au/public/Q1031/UKB_WES/6162_100.fastGWA.gz
6164_1,Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport),Binary,MLM,45978,33465,12513,,http://data.qld.edu.au/public/Q1031/UKB_WES/6164_1.fastGWA.gz
6164_100,Types of physical activity in last 4 weeks: PHESANT recoding,Binary,MLM,45978,2575,43403,,http://data.qld.edu.au/public/Q1031/UKB_WES/6164_100.fastGWA.gz
6164_2,"Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)",Binary,MLM,45978,22853,23125,,http://data.qld.edu.au/public/Q1031/UKB_WES/6164_2.fastGWA.gz
6164_5,"Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging)",Binary,MLM,45978,20172,25806,,http://data.qld.edu.au/public/Q1031/UKB_WES/6164_5.fastGWA.gz
6164_4,"Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn)",Binary,MLM,45978,24478,21500,,http://data.qld.edu.au/public/Q1031/UKB_WES/6164_4.fastGWA.gz
6164_3,Types of physical activity in last 4 weeks: Strenuous sports,Binary,MLM,45978,5071,40907,,http://data.qld.edu.au/public/Q1031/UKB_WES/6164_3.fastGWA.gz
12673,Heart rate during PWA,Continuous,LR,10184,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12673.fastGWA.gz
12674,Systolic brachial blood pressure during PWA,Continuous,MLM,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12674.fastGWA.gz
12675,Diastolic brachial blood pressure during PWA,Continuous,LR,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12675.fastGWA.gz
12676,Peripheral pulse pressure during PWA,Continuous,MLM,10106,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12676.fastGWA.gz
12677,Central systolic blood pressure during PWA,Continuous,MLM,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12677.fastGWA.gz
12678,Central pulse pressure during PWA,Continuous,MLM,10106,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12678.fastGWA.gz
12679,Number of beats in waveform average for PWA,Continuous,LR,10185,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12679.fastGWA.gz
12680,Central augmentation pressure during PWA,Continuous,LR,10102,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12680.fastGWA.gz
12681,Augmentation index for PWA,Continuous,LR,10182,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12681.fastGWA.gz
12682,Cardiac output during PWA,Continuous,MLM,10003,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12682.fastGWA.gz
12683,End systolic pressure during PWA,Continuous,LR,10080,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12683.fastGWA.gz
12684,End systolic pressure index during PWA,Continuous,MLM,9997,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12684.fastGWA.gz
12685,Total peripheral resistance during PWA,Continuous,MLM,10080,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12685.fastGWA.gz
12686,Stroke volume during PWA,Continuous,MLM,10006,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12686.fastGWA.gz
12687,Mean arterial pressure during PWA,Continuous,LR,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12687.fastGWA.gz
12697,Systolic brachial blood pressure,Continuous,MLM,10255,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12697.fastGWA.gz
12698,Diastolic brachial blood pressure,Continuous,LR,10257,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12698.fastGWA.gz
12702,Cardiac index during PWA,Continuous,LR,9793,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/12702.fastGWA.gz
20001_1072,"Cancer code, self-reported: cin/pre-cancer cells cervix",Binary,LR,46191,407,45784,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1072.fastGWA.gz
20001_1044,"Cancer code, self-reported: prostate cancer",Binary,LR,46191,359,45832,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1044.fastGWA.gz
20001_1002,"Cancer code, self-reported: breast cancer",Binary,LR,46191,1074,45117,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1002.fastGWA.gz
20001_1040,"Cancer code, self-reported: uterine/endometrial cancer",Binary,LR,46191,123,46068,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1040.fastGWA.gz
20001_1061,"Cancer code, self-reported: basal cell carcinoma",Binary,LR,46191,389,45802,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1061.fastGWA.gz
20001_1011,"Cancer code, self-reported: tongue cancer",Binary,LR,46191,17,46174,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1011.fastGWA.gz
20001_1053,"Cancer code, self-reported: non-hodgkins lymphoma",Binary,LR,46191,108,46083,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1053.fastGWA.gz
20001_1035,"Cancer code, self-reported: bladder cancer",Binary,LR,46191,105,46086,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1035.fastGWA.gz
20001_1039,"Cancer code, self-reported: ovarian cancer",Binary,LR,46191,81,46110,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1039.fastGWA.gz
20001_1059,"Cancer code, self-reported: malignant melanoma",Binary,MLM,46191,402,45789,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1059.fastGWA.gz
20001_1003,"Cancer code, self-reported: skin cancer",Binary,LR,46191,153,46038,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1003.fastGWA.gz
20001_99999,"Cancer code, self-reported: unclassifiable",Binary,LR,46191,13,46178,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_99999.fastGWA.gz
20001_1060,"Cancer code, self-reported: non-melanoma skin cancer",Binary,LR,46191,47,46144,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1060.fastGWA.gz
20001_1052,"Cancer code, self-reported: hodgkins lymphoma / hodgkins disease",Binary,LR,46191,48,46143,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1052.fastGWA.gz
20001_1022,"Cancer code, self-reported: colon cancer/sigmoid cancer",Binary,LR,46191,107,46084,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1022.fastGWA.gz
20001_1045,"Cancer code, self-reported: testicular cancer",Binary,LR,46191,81,46110,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1045.fastGWA.gz
20001_1034,"Cancer code, self-reported: kidney/renal cell cancer",Binary,LR,46191,66,46125,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1034.fastGWA.gz
20001_1041,"Cancer code, self-reported: cervical cancer",Binary,LR,46191,133,46058,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1041.fastGWA.gz
20001_1063,"Cancer code, self-reported: primary bone cancer",Binary,LR,46191,15,46176,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1063.fastGWA.gz
20001_1073,"Cancer code, self-reported: rodent ulcer",Binary,LR,46191,163,46028,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1073.fastGWA.gz
20001_1055,"Cancer code, self-reported: chronic lymphocytic",Binary,LR,46191,38,46153,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1055.fastGWA.gz
20001_1020,"Cancer code, self-reported: large bowel cancer/colorectal cancer",Binary,LR,46191,107,46084,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1020.fastGWA.gz
20001_1001,"Cancer code, self-reported: lung cancer",Binary,LR,46191,33,46158,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1001.fastGWA.gz
20001_1030,"Cancer code, self-reported: eye and/or adnexal cancer",Binary,LR,46191,14,46177,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1030.fastGWA.gz
20001_1062,"Cancer code, self-reported: squamous cell carcinoma",Binary,LR,46191,56,46135,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1062.fastGWA.gz
20001_1006,"Cancer code, self-reported: larynx/throat cancer",Binary,LR,46191,22,46169,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1006.fastGWA.gz
20001_1023,"Cancer code, self-reported: rectal cancer",Binary,LR,46191,29,46162,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1023.fastGWA.gz
20001_1047,"Cancer code, self-reported: lymphoma",Binary,LR,46191,11,46180,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1047.fastGWA.gz
20001_1068,"Cancer code, self-reported: sarcoma/fibrosarcoma",Binary,LR,46191,30,46161,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1068.fastGWA.gz
20001_1048,"Cancer code, self-reported: leukaemia",Binary,LR,46191,19,46172,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1048.fastGWA.gz
20001_1019,"Cancer code, self-reported: small intestine/small bowel cancer",Binary,LR,46191,14,46177,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1019.fastGWA.gz
20001_1017,"Cancer code, self-reported: oesophageal cancer",Binary,LR,46191,20,46171,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1017.fastGWA.gz
20001_1018,"Cancer code, self-reported: stomach cancer",Binary,LR,46191,22,46169,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1018.fastGWA.gz
20001_1065,"Cancer code, self-reported: thyroid cancer",Binary,LR,46191,35,46156,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1065.fastGWA.gz
20001_1032,"Cancer code, self-reported: brain cancer / primary malignant brain tumour",Binary,LR,46191,16,46175,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1032.fastGWA.gz
20001_1004,"Cancer code, self-reported: cancer of lip/mouth/pharynx/oral cavity",Binary,LR,46191,7,46184,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1004.fastGWA.gz
20001_1024,"Cancer code, self-reported: liver/hepatocellular cancer",Binary,LR,46191,13,46178,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1024.fastGWA.gz
20001_1050,"Cancer code, self-reported: multiple myeloma",Binary,LR,46191,13,46178,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1050.fastGWA.gz
20001_1056,"Cancer code, self-reported: chronic myeloid",Binary,LR,46191,11,46180,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1056.fastGWA.gz
20001_1070,"Cancer code, self-reported: malignant lymph node, unspecified",Binary,LR,46191,9,46182,,http://data.qld.edu.au/public/Q1031/UKB_WES/20001_1070.fastGWA.gz
20007,Interpolated Age of participant when cancer first diagnosed,Continuous,LR,4274,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/20007.fastGWA.gz
20015,Sitting height,Continuous,MLM,46053,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/20015.fastGWA.gz
20126_0,Bipolar and major depression status: No Bipolar or Depression,Binary,MLM,27088,19159,7929,,http://data.qld.edu.au/public/Q1031/UKB_WES/20126_0.fastGWA.gz
20126_1,Bipolar and major depression status: Bipolar I Disorder,Binary,LR,27088,180,26908,,http://data.qld.edu.au/public/Q1031/UKB_WES/20126_1.fastGWA.gz
20126_2,Bipolar and major depression status: Bipolar II Disorder,Binary,LR,27088,159,26929,,http://data.qld.edu.au/public/Q1031/UKB_WES/20126_2.fastGWA.gz
20126_3,Bipolar and major depression status: Probable Recurrent major depression (severe),Binary,MLM,27088,2084,25004,,http://data.qld.edu.au/public/Q1031/UKB_WES/20126_3.fastGWA.gz
20126_4,Bipolar and major depression status: Probable Recurrent major depression (moderate),Binary,LR,27088,3606,23482,,http://data.qld.edu.au/public/Q1031/UKB_WES/20126_4.fastGWA.gz
20126_5,Bipolar and major depression status: Single Probable major depression episode,Binary,LR,27088,1900,25188,,http://data.qld.edu.au/public/Q1031/UKB_WES/20126_5.fastGWA.gz
23100,Whole body fat mass,Continuous,MLM,45099,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23100.fastGWA.gz
23101,Whole body fat-free mass,Continuous,MLM,45167,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23101.fastGWA.gz
23102,Whole body water mass,Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23102.fastGWA.gz
23106,Impedance of whole body,Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23106.fastGWA.gz
23107,Impedance of leg (right),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23107.fastGWA.gz
23108,Impedance of leg (left),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23108.fastGWA.gz
23109,Impedance of arm (right),Continuous,MLM,45166,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23109.fastGWA.gz
23110,Impedance of arm (left),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23110.fastGWA.gz
23111,Leg fat percentage (right),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23111.fastGWA.gz
23112,Leg fat mass (right),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23112.fastGWA.gz
23113,Leg fat-free mass (right),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23113.fastGWA.gz
23114,Leg predicted mass (right),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23114.fastGWA.gz
23115,Leg fat percentage (left),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23115.fastGWA.gz
23116,Leg fat mass (left),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23116.fastGWA.gz
23117,Leg fat-free mass (left),Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23117.fastGWA.gz
23118,Leg predicted mass (left),Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23118.fastGWA.gz
23119,Arm fat percentage (right),Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23119.fastGWA.gz
23120,Arm fat mass (right),Continuous,MLM,45167,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23120.fastGWA.gz
23121,Arm fat-free mass (right),Continuous,MLM,45169,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23121.fastGWA.gz
23122,Arm predicted mass (right),Continuous,MLM,45169,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23122.fastGWA.gz
23123,Arm fat percentage (left),Continuous,MLM,45168,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23123.fastGWA.gz
23124,Arm fat mass (left),Continuous,MLM,45168,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23124.fastGWA.gz
23125,Arm fat-free mass (left),Continuous,MLM,45167,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23125.fastGWA.gz
23126,Arm predicted mass (left),Continuous,MLM,45166,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23126.fastGWA.gz
23127,Trunk fat percentage,Continuous,MLM,45162,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23127.fastGWA.gz
23128,Trunk fat mass,Continuous,MLM,45161,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23128.fastGWA.gz
23129,Trunk fat-free mass,Continuous,MLM,45157,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23129.fastGWA.gz
23130,Trunk predicted mass,Continuous,MLM,45155,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/23130.fastGWA.gz
90015,"Data quality, good wear time",Binary,LR,14201,13275,926,,http://data.qld.edu.au/public/Q1031/UKB_WES/90015.fastGWA.gz
110005,"Invitation to physical activity study, acceptance",Binary,LR,27125,14201,12924,,http://data.qld.edu.au/public/Q1031/UKB_WES/110005.fastGWA.gz
2443,Diabetes diagnosed by doctor,Binary,LR,46090,2204,43886,,http://data.qld.edu.au/public/Q1031/UKB_WES/2443.fastGWA.gz
2794,Age started oral contraceptive pill,Continuous,MLM,20383,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/2794.fastGWA.gz
2814,Ever used hormone-replacement therapy (HRT),Binary,LR,25042,9753,15289,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/2814.fastGWA.gz
2834,Bilateral oophorectomy (both ovaries removed),Binary,MLM,24801,2114,22687,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/2834.fastGWA.gz
2976,Age diabetes diagnosed,Continuous,LR,2054,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/2976.fastGWA.gz
3536,Age started hormone-replacement therapy (HRT),Continuous,LR,8790,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/3536.fastGWA.gz
3591,Ever had hysterectomy (womb removed),Binary,MLM,22016,1704,20312,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/3591.fastGWA.gz
4041,Gestational diabetes only,Binary,LR,807,98,709,YES,http://data.qld.edu.au/public/Q1031/UKB_WES/4041.fastGWA.gz
6152_100,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: PHESANT recoding",Binary,MLM,46141,30041,16100,,http://data.qld.edu.au/public/Q1031/UKB_WES/6152_100.fastGWA.gz
6152_8,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma",Binary,MLM,46141,6406,39735,,http://data.qld.edu.au/public/Q1031/UKB_WES/6152_8.fastGWA.gz
6152_9,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema",Binary,MLM,46141,11590,34551,,http://data.qld.edu.au/public/Q1031/UKB_WES/6152_9.fastGWA.gz
6152_5,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the leg (DVT)",Binary,MLM,46141,971,45170,,http://data.qld.edu.au/public/Q1031/UKB_WES/6152_5.fastGWA.gz
6152_7,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the lung",Binary,LR,46141,421,45720,,http://data.qld.edu.au/public/Q1031/UKB_WES/6152_7.fastGWA.gz
6152_6,"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Emphysema/chronic bronchitis",Binary,LR,46141,847,45294,,http://data.qld.edu.au/public/Q1031/UKB_WES/6152_6.fastGWA.gz
25001,Volume of peripheral cortical grey matter (normalised for head size),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES/25001.fastGWA.gz
