ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
6160_3,Leisure/social activities: Religious group,Binary,MLM,46084,6374,39710,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6160_3.v1.fastGWA.gz
6162_1,Types of transport used (excluding work): Car/motor vehicle,Binary,MLM,45987,36676,9311,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6162_1.v1.fastGWA.gz
6162_2,Types of transport used (excluding work): Walk,Binary,LR,45987,23068,22919,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6162_2.v1.fastGWA.gz
6162_3,Types of transport used (excluding work): Public transport,Binary,MLM,45987,14624,31363,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6162_3.v1.fastGWA.gz
6162_4,Types of transport used (excluding work): Cycle,Binary,MLM,45987,3162,42825,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6162_4.v1.fastGWA.gz
6164_1,Types of physical activity in last 4 weeks: Walking for pleasure (not as a means of transport),Binary,MLM,45978,33465,12513,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6164_1.v1.fastGWA.gz
6164_100,Types of physical activity in last 4 weeks: PHESANT recoding,Binary,MLM,45978,2575,43403,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6164_100.v1.fastGWA.gz
6164_2,Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling),Binary,MLM,45978,22853,23125,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6164_2.v1.fastGWA.gz
6164_5,Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding, lawn mowing, carpentry, digging),Binary,MLM,45978,20172,25806,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6164_5.v1.fastGWA.gz
6164_4,Types of physical activity in last 4 weeks: Light DIY (eg: pruning, watering the lawn),Binary,MLM,45978,24478,21500,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6164_4.v1.fastGWA.gz
6164_3,Types of physical activity in last 4 weeks: Strenuous sports,Binary,MLM,45978,5071,40907,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6164_3.v1.fastGWA.gz
12673,Heart rate during PWA,Continuous,LR,10184,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12673.v1.fastGWA.gz
12674,Systolic brachial blood pressure during PWA,Continuous,MLM,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12674.v1.fastGWA.gz
12675,Diastolic brachial blood pressure during PWA,Continuous,LR,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12675.v1.fastGWA.gz
12676,Peripheral pulse pressure during PWA,Continuous,MLM,10106,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12676.v1.fastGWA.gz
12677,Central systolic blood pressure during PWA,Continuous,MLM,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12677.v1.fastGWA.gz
12678,Central pulse pressure during PWA,Continuous,MLM,10106,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12678.v1.fastGWA.gz
12679,Number of beats in waveform average for PWA,Continuous,LR,10185,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12679.v1.fastGWA.gz
12680,Central augmentation pressure during PWA,Continuous,LR,10102,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12680.v1.fastGWA.gz
12681,Augmentation index for PWA,Continuous,LR,10182,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12681.v1.fastGWA.gz
12682,Cardiac output during PWA,Continuous,MLM,10003,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12682.v1.fastGWA.gz
12683,End systolic pressure during PWA,Continuous,LR,10080,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12683.v1.fastGWA.gz
12684,End systolic pressure index during PWA,Continuous,MLM,9997,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12684.v1.fastGWA.gz
12685,Total peripheral resistance during PWA,Continuous,MLM,10080,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12685.v1.fastGWA.gz
12686,Stroke volume during PWA,Continuous,MLM,10006,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12686.v1.fastGWA.gz
12687,Mean arterial pressure during PWA,Continuous,LR,10107,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12687.v1.fastGWA.gz
12697,Systolic brachial blood pressure,Continuous,MLM,10255,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12697.v1.fastGWA.gz
12698,Diastolic brachial blood pressure,Continuous,LR,10257,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12698.v1.fastGWA.gz
12702,Cardiac index during PWA,Continuous,LR,9793,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/12702.v1.fastGWA.gz
20001_1002,Cancer code, self-reported: breast cancer,Binary,LR,46191,1074,45117,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20001_1002.v1.fastGWA.gz
20015,Sitting height,Continuous,MLM,46053,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20015.v1.fastGWA.gz
20126_0,Bipolar and major depression status: No Bipolar or Depression,Binary,MLM,27088,19159,7929,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20126_0.v1.fastGWA.gz
20126_3,Bipolar and major depression status: Probable Recurrent major depression (severe),Binary,MLM,27088,2084,25004,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20126_3.v1.fastGWA.gz
20126_4,Bipolar and major depression status: Probable Recurrent major depression (moderate),Binary,LR,27088,3606,23482,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20126_4.v1.fastGWA.gz
20126_5,Bipolar and major depression status: Single Probable major depression episode,Binary,LR,27088,1900,25188,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/20126_5.v1.fastGWA.gz
23100,Whole body fat mass,Continuous,MLM,45099,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23100.v1.fastGWA.gz
23101,Whole body fat-free mass,Continuous,MLM,45167,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23101.v1.fastGWA.gz
23102,Whole body water mass,Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23102.v1.fastGWA.gz
23106,Impedance of whole body,Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23106.v1.fastGWA.gz
23107,Impedance of leg (right),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23107.v1.fastGWA.gz
23108,Impedance of leg (left),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23108.v1.fastGWA.gz
23109,Impedance of arm (right),Continuous,MLM,45166,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23109.v1.fastGWA.gz
23110,Impedance of arm (left),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23110.v1.fastGWA.gz
23111,Leg fat percentage (right),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23111.v1.fastGWA.gz
23112,Leg fat mass (right),Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23112.v1.fastGWA.gz
23113,Leg fat-free mass (right),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23113.v1.fastGWA.gz
23114,Leg predicted mass (right),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23114.v1.fastGWA.gz
23115,Leg fat percentage (left),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23115.v1.fastGWA.gz
23116,Leg fat mass (left),Continuous,MLM,45171,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23116.v1.fastGWA.gz
23117,Leg fat-free mass (left),Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23117.v1.fastGWA.gz
23118,Leg predicted mass (left),Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23118.v1.fastGWA.gz
23119,Arm fat percentage (right),Continuous,MLM,45170,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23119.v1.fastGWA.gz
23120,Arm fat mass (right),Continuous,MLM,45167,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23120.v1.fastGWA.gz
23121,Arm fat-free mass (right),Continuous,MLM,45169,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23121.v1.fastGWA.gz
23122,Arm predicted mass (right),Continuous,MLM,45169,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23122.v1.fastGWA.gz
23123,Arm fat percentage (left),Continuous,MLM,45168,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23123.v1.fastGWA.gz
23124,Arm fat mass (left),Continuous,MLM,45168,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23124.v1.fastGWA.gz
23125,Arm fat-free mass (left),Continuous,MLM,45167,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23125.v1.fastGWA.gz
23126,Arm predicted mass (left),Continuous,MLM,45166,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23126.v1.fastGWA.gz
23127,Trunk fat percentage,Continuous,MLM,45162,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23127.v1.fastGWA.gz
23128,Trunk fat mass,Continuous,MLM,45161,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23128.v1.fastGWA.gz
23129,Trunk fat-free mass,Continuous,MLM,45157,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23129.v1.fastGWA.gz
23130,Trunk predicted mass,Continuous,MLM,45155,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23130.v1.fastGWA.gz
90015,Data quality, good wear time,Binary,LR,14201,13275,926,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90015.v1.fastGWA.gz
110005,Invitation to physical activity study, acceptance,Binary,LR,27125,14201,12924,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/110005.v1.fastGWA.gz
2443,Diabetes diagnosed by doctor,Binary,LR,46090,2204,43886,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2443.v1.fastGWA.gz
2794,Age started oral contraceptive pill,Continuous,MLM,20383,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2794.v1.fastGWA.gz
2814,Ever used hormone-replacement therapy (HRT),Binary,LR,25042,9753,15289,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2814.v1.fastGWA.gz
2834,Bilateral oophorectomy (both ovaries removed),Binary,MLM,24801,2114,22687,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/2834.v1.fastGWA.gz
3536,Age started hormone-replacement therapy (HRT),Continuous,LR,8790,,,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/3536.v1.fastGWA.gz
3591,Ever had hysterectomy (womb removed),Binary,MLM,22016,1704,20312,YES,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/3591.v1.fastGWA.gz
6152_100,Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: PHESANT recoding,Binary,MLM,46141,30041,16100,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6152_100.v1.fastGWA.gz
6152_8,Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma,Binary,MLM,46141,6406,39735,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6152_8.v1.fastGWA.gz
6152_9,Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema,Binary,MLM,46141,11590,34551,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6152_9.v1.fastGWA.gz
6152_5,Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the leg (DVT),Binary,MLM,46141,971,45170,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6152_5.v1.fastGWA.gz
6152_6,Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Emphysema/chronic bronchitis,Binary,LR,46141,847,45294,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/6152_6.v1.fastGWA.gz
25001,Volume of peripheral cortical grey matter (normalised for head size),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25001.v1.fastGWA.gz
25002,Volume of peripheral cortical grey matter,Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25002.v1.fastGWA.gz
25003,Volume of ventricular cerebrospinal fluid (normalised for head size),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25003.v1.fastGWA.gz
25004,Volume of ventricular cerebrospinal fluid,Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25004.v1.fastGWA.gz
25005,Volume of grey matter (normalised for head size),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25005.v1.fastGWA.gz
25006,Volume of grey matter,Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25006.v1.fastGWA.gz
25007,Volume of white matter (normalised for head size),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25007.v1.fastGWA.gz
25008,Volume of white matter,Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25008.v1.fastGWA.gz
25009,Volume of brain, grey+white matter (normalised for head size),Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25009.v1.fastGWA.gz
25010,Volume of brain, grey+white matter,Continuous,MLM,11095,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25010.v1.fastGWA.gz
25011,Volume of thalamus (left),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25011.v1.fastGWA.gz
25012,Volume of thalamus (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25012.v1.fastGWA.gz
25013,Volume of caudate (left),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25013.v1.fastGWA.gz
25014,Volume of caudate (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25014.v1.fastGWA.gz
25015,Volume of putamen (left),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25015.v1.fastGWA.gz
25016,Volume of putamen (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25016.v1.fastGWA.gz
25017,Volume of pallidum (left),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25017.v1.fastGWA.gz
25018,Volume of pallidum (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25018.v1.fastGWA.gz
25019,Volume of hippocampus (left),Continuous,LR,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25019.v1.fastGWA.gz
25020,Volume of hippocampus (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25020.v1.fastGWA.gz
25021,Volume of amygdala (left),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25021.v1.fastGWA.gz
25022,Volume of amygdala (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25022.v1.fastGWA.gz
25023,Volume of accumbens (left),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25023.v1.fastGWA.gz
25024,Volume of accumbens (right),Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25024.v1.fastGWA.gz
25025,Volume of brain stem + 4th ventricle,Continuous,MLM,11081,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25025.v1.fastGWA.gz
25026,Median T2star in thalamus (left),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25026.v1.fastGWA.gz
25027,Median T2star in thalamus (right),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25027.v1.fastGWA.gz
25028,Median T2star in caudate (left),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25028.v1.fastGWA.gz
25029,Median T2star in caudate (right),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25029.v1.fastGWA.gz
25030,Median T2star in putamen (left),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25030.v1.fastGWA.gz
25031,Median T2star in putamen (right),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25031.v1.fastGWA.gz
25032,Median T2star in pallidum (left),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25032.v1.fastGWA.gz
25033,Median T2star in pallidum (right),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25033.v1.fastGWA.gz
25034,Median T2star in hippocampus (left),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25034.v1.fastGWA.gz
25035,Median T2star in hippocampus (right),Continuous,MLM,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25035.v1.fastGWA.gz
25036,Median T2star in amygdala (left),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25036.v1.fastGWA.gz
25037,Median T2star in amygdala (right),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25037.v1.fastGWA.gz
25038,Median T2star in accumbens (left),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25038.v1.fastGWA.gz
25039,Median T2star in accumbens (right),Continuous,LR,10173,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25039.v1.fastGWA.gz
25040,Median BOLD effect (in group-defined mask) for shapes activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25040.v1.fastGWA.gz
25042,Median z-statistic (in group-defined mask) for shapes activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25042.v1.fastGWA.gz
25044,Median BOLD effect (in group-defined mask) for faces activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25044.v1.fastGWA.gz
25046,Median z-statistic (in group-defined mask) for faces activation,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25046.v1.fastGWA.gz
25048,Median BOLD effect (in group-defined mask) for faces-shapes contrast,Continuous,MLM,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25048.v1.fastGWA.gz
25050,Median z-statistic (in group-defined mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25050.v1.fastGWA.gz
25052,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,MLM,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25052.v1.fastGWA.gz
25054,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,Continuous,LR,9806,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25054.v1.fastGWA.gz
25056,Mean FA in middle cerebellar peduncle on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25056.v1.fastGWA.gz
25057,Mean FA in pontine crossing tract on FA skeleton,Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25057.v1.fastGWA.gz
25058,Mean FA in genu of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25058.v1.fastGWA.gz
25059,Mean FA in body of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25059.v1.fastGWA.gz
25060,Mean FA in splenium of corpus callosum on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25060.v1.fastGWA.gz
25061,Mean FA in fornix on FA skeleton,Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25061.v1.fastGWA.gz
25062,Mean FA in corticospinal tract on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25062.v1.fastGWA.gz
25063,Mean FA in corticospinal tract on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25063.v1.fastGWA.gz
25064,Mean FA in medial lemniscus on FA skeleton (right),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25064.v1.fastGWA.gz
25065,Mean FA in medial lemniscus on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25065.v1.fastGWA.gz
25066,Mean FA in inferior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25066.v1.fastGWA.gz
25067,Mean FA in inferior cerebellar peduncle on FA skeleton (left),Continuous,LR,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25067.v1.fastGWA.gz
25068,Mean FA in superior cerebellar peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25068.v1.fastGWA.gz
25069,Mean FA in superior cerebellar peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25069.v1.fastGWA.gz
25070,Mean FA in cerebral peduncle on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25070.v1.fastGWA.gz
25071,Mean FA in cerebral peduncle on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25071.v1.fastGWA.gz
25072,Mean FA in anterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25072.v1.fastGWA.gz
25073,Mean FA in anterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25073.v1.fastGWA.gz
25074,Mean FA in posterior limb of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25074.v1.fastGWA.gz
25075,Mean FA in posterior limb of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25075.v1.fastGWA.gz
25076,Mean FA in retrolenticular part of internal capsule on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25076.v1.fastGWA.gz
25077,Mean FA in retrolenticular part of internal capsule on FA skeleton (left),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25077.v1.fastGWA.gz
25078,Mean FA in anterior corona radiata on FA skeleton (right),Continuous,MLM,9859,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/25078.v1.fastGWA.gz
